Moderate Positive Skew,Highly Positive Skew,Moderate Negative Skew,Highly Negative Skew,Moderate Positive Skew Log,Highly Positive Skew Log,Moderate Negative Skew Log,Highly Negative Skew Log
5.322483837,5.261827893,6.682597791,6.743172522,1.671940081,1.660478475,1.899506803,1.908530515
5.322904535,5.262072687,6.680557909,6.742397192,1.67201912,1.660524996,1.899201503,1.908415528
5.322995367,5.263490334,6.680427373,6.741289964,1.672036184,1.660794368,1.899181963,1.908251296
5.324221877,5.263613706,6.679960486,6.7405071,1.672266575,1.660817807,1.899112072,1.908135159
5.324375624,5.265942808,6.679925408,6.73956458,1.672295451,1.6612602,1.899106821,1.90799532
5.324838809,5.26661141,6.678552056,6.739388651,1.672382441,1.66138716,1.898901206,1.907969216
5.325205645,5.267099429,6.678253231,6.739056592,1.67245133,1.661479818,1.898856461,1.907919944
5.32590388,5.267128994,6.677000457,6.738985524,1.67258244,1.661485431,1.898668853,1.907909398
5.327177211,5.26793627,6.676691093,6.73873976,1.672821494,1.661638686,1.898622519,1.907872928
5.327443754,5.269211128,6.676143646,6.738606122,1.672871527,1.66188066,1.898540522,1.907853097
5.327501134,5.269498107,6.674359023,6.737452189,1.672882298,1.661935122,1.898273173,1.90768184
5.327572603,5.269805596,6.674313621,6.737388657,1.672895713,1.661993473,1.898266371,1.90767241
5.327610661,5.270924199,6.674237331,6.737187667,1.672902856,1.662205717,1.89825494,1.907642578
5.327794468,5.270972058,6.673873377,6.737057783,1.672937357,1.662214797,1.898200408,1.907623299
5.32841047,5.272865384,6.673494217,6.736854194,1.67305297,1.662573931,1.898143593,1.907593079
5.329554551,5.27298895,6.673372158,6.736571944,1.673267661,1.662597365,1.898125303,1.907551182
5.329832698,5.273268595,6.673109669,6.735998844,1.673319849,1.662650397,1.898085969,1.907466105
5.329865098,5.273367759,6.672536862,6.735907001,1.673325928,1.662669202,1.898000127,1.907452471
5.330532644,5.273461004,6.672127907,6.735798064,1.673451166,1.662686884,1.897938836,1.907436298
5.331200158,5.273711849,6.671409377,6.735020679,1.673576383,1.66273445,1.897831139,1.90732088
5.331346428,5.273936351,6.671188534,6.734097533,1.673603819,1.662777019,1.897798035,1.907183804
5.332895547,5.275211336,6.670274612,6.733792353,1.673894345,1.663018742,1.89766103,1.907138485
5.334185614,5.275844676,6.670080986,6.733586095,1.674136223,1.663138795,1.897632002,1.907107854
5.334231045,5.276059426,6.669678634,6.73329923,1.67414474,1.663179498,1.897571678,1.907065251
5.334553281,5.276152641,6.669417016,6.732679301,1.674205148,1.663197166,1.897532452,1.906973178
5.334584506,5.276331766,6.669051708,6.731436377,1.674211001,1.663231115,1.897477677,1.90678855
5.334722989,5.27748864,6.667002268,6.731167093,1.67423696,1.663450348,1.897170324,1.906748545
5.334765722,5.277592592,6.66665508,6.730795867,1.67424497,1.663470045,1.897118247,1.906693393
5.335192944,5.277684946,6.666181925,6.730644998,1.67432505,1.663487544,1.897047271,1.906670978
5.335492421,5.27874652,6.664758559,6.729466529,1.674381181,1.663688668,1.896833728,1.906495873
5.335954989,5.279356004,6.664084557,6.728963885,1.674467873,1.663804121,1.896732593,1.906421177
5.336218637,5.279468109,6.663633099,6.728664422,1.674517282,1.663825356,1.896664846,1.906376673
5.336952498,5.279565381,6.663412886,6.72815176,1.674654797,1.66384378,1.896631799,1.906300479
5.33814016,5.279938628,6.66241025,6.727568259,1.674877308,1.663914474,1.896481318,1.90621375
5.338480902,5.280377501,6.661119906,6.727261392,1.674941137,1.663997592,1.896287624,1.906168135
5.338898725,5.280457778,6.659767501,6.727210535,1.6750194,1.664012794,1.896084574,1.906160576
5.338981694,5.280672473,6.659457887,6.727089382,1.675034941,1.664053452,1.896038083,1.906142566
5.3391212,5.280703489,6.659229705,6.726496095,1.67506107,1.664059325,1.896003818,1.906054368
5.339234728,5.281198624,6.658891257,6.726002016,1.675082333,1.664153084,1.895952993,1.905980913
5.339245492,5.283128019,6.65887827,6.72584949,1.675084349,1.66451835,1.895951042,1.905958236
5.339596096,5.283132147,6.658104329,6.725668353,1.675150013,1.664519131,1.895834809,1.905931304
5.339730104,5.283973167,6.657597798,6.725032811,1.675175109,1.664678308,1.895758728,1.905836804
5.341183558,5.284398096,6.657230577,6.724637783,1.675447268,1.664758724,1.895703569,1.905778063
5.341749707,5.284794696,6.657121327,6.723948247,1.67555326,1.664833772,1.895687158,1.905675519
5.341942471,5.284898296,6.654529876,6.723277091,1.675589345,1.664853375,1.895297807,1.905575698
5.34218431,5.285438285,6.654451119,6.723267793,1.675634616,1.664955546,1.895285972,1.905574315
5.342364986,5.285747447,6.654434721,6.722896295,1.675668436,1.665014037,1.895283508,1.905519058
5.34267647,5.28580546,6.654283985,6.722887215,1.675726739,1.665025013,1.895260856,1.905517707
5.343411929,5.285834813,6.653947827,6.7223861,1.675864387,1.665030566,1.895210337,1.905443166
5.343670747,5.286089373,6.652461933,6.722067383,1.675912823,1.665078724,1.894987002,1.905395754
5.343851958,5.286210404,6.652409368,6.7220368,1.675946733,1.665101619,1.8949791,1.905391204
5.344264558,5.286327308,6.652340033,6.72197486,1.676023941,1.665123734,1.894968677,1.905381989
5.345033469,5.28651544,6.652193711,6.721774611,1.676167806,1.665159322,1.894946682,1.905352199
5.345474454,5.287060443,6.650940912,6.721083739,1.676250306,1.66526241,1.894758335,1.905249412
5.345528963,5.287126829,6.650570588,6.721045949,1.676260504,1.665274966,1.894702654,1.90524379
5.346028706,5.287532566,6.650467808,6.720835391,1.676353987,1.665351703,1.894687199,1.905212461
5.346096705,5.287696231,6.650388677,6.719469616,1.676366707,1.665382656,1.894675301,1.905009225
5.346196563,5.288749354,6.650256686,6.719399773,1.676385385,1.665581801,1.894655453,1.904998831
5.347172961,5.289305521,6.649914809,6.719327378,1.676568003,1.665686956,1.894604044,1.904988057
5.34772203,5.289619453,6.649797047,6.718525285,1.676670681,1.665746306,1.894586335,1.904868679
5.348168217,5.289625322,6.649641967,6.718510233,1.676754113,1.665747416,1.894563014,1.904866438
5.348269217,5.290335598,6.649154893,6.7185035,1.676772998,1.665881684,1.894489763,1.904865436
5.348429909,5.291081379,6.648958111,6.717828447,1.676803043,1.666022644,1.894460167,1.904764955
5.348863226,5.291339384,6.6482817,6.717257074,1.676884057,1.666071406,1.89435843,1.904679898
5.348889768,5.292365197,6.648237743,6.71710908,1.676889019,1.666265253,1.894351818,1.904657866
5.349057947,5.292572772,6.648166998,6.717025009,1.676920461,1.666304474,1.894341177,1.90464535
5.349589508,5.292729529,6.646564581,6.716425647,1.67701983,1.666334092,1.894100117,1.904556115
5.349601579,5.294026387,6.646021074,6.716420837,1.677022087,1.666579088,1.894018341,1.904555399
5.349890382,5.294613261,6.646009636,6.715851366,1.677076071,1.666689938,1.89401662,1.904470608
5.351951935,5.294906266,6.644182048,6.715389421,1.677461342,1.666745277,1.893741592,1.904401821
5.352231471,5.295066359,6.644073362,6.714340453,1.677513571,1.666775511,1.893725234,1.904245605
5.352508371,5.295300488,6.643720176,6.714070469,1.677565305,1.666819727,1.893672074,1.904205394
5.353069115,5.295498544,6.643208287,6.713795804,1.677670063,1.666857128,1.893595023,1.904164485
5.353841075,5.295746797,6.643139134,6.713685118,1.677814261,1.666904007,1.893584613,1.904147998
5.354509748,5.295806836,6.643080294,6.713345968,1.677939149,1.666915344,1.893575756,1.904097481
5.354813273,5.296346939,6.643017843,6.712775216,1.677995834,1.667017326,1.893566355,1.90401246
5.354828167,5.296477187,6.64289312,6.711602659,1.677998615,1.667041918,1.893547579,1.903837769
5.356277051,5.297071032,6.642503653,6.710141787,1.678269154,1.667154032,1.893488949,1.903620081
5.35648241,5.298217311,6.642249808,6.71006823,1.678307493,1.667370408,1.893450733,1.903609119
5.35686586,5.298321353,6.641874214,6.709795573,1.678379076,1.667390045,1.893394185,1.903568484
5.356901095,5.298514236,6.641482492,6.709692556,1.678385654,1.667426448,1.893335205,1.903553131
5.35707984,5.299768955,6.640092064,6.707820895,1.678419021,1.667663226,1.893125828,1.903274143
5.35754847,5.29981442,6.640054742,6.707752301,1.678506495,1.667671805,1.893120208,1.903263917
5.357772846,5.300616946,6.640054727,6.70745918,1.678548375,1.667823219,1.893120205,1.903220218
5.359229962,5.30064665,6.638757642,6.70740868,1.678820301,1.667828823,1.892924844,1.903212689
5.359766448,5.300782181,6.637728735,6.707299156,1.678920401,1.667854391,1.892769847,1.90319636
5.360890012,5.30083112,6.637240445,6.70703507,1.679130008,1.667863623,1.892696281,1.903156986
5.36114742,5.30212645,6.636535617,6.706699952,1.679178023,1.668107957,1.892590083,1.90310702
5.361265753,5.302270191,6.635901,6.706623128,1.679200095,1.668135067,1.892494454,1.903095565
5.361313886,5.302647309,6.635641423,6.706336274,1.679209073,1.668206188,1.892455336,1.903052792
5.361474405,5.302703921,6.634669686,6.705945201,1.679239013,1.668216864,1.892308883,1.902994476
5.361725915,5.302729038,6.634260707,6.704196542,1.679285922,1.668221601,1.892247238,1.90273368
5.362366722,5.303828332,6.633853878,6.704097084,1.67940543,1.668428887,1.892185914,1.902718845
5.362374436,5.304137574,6.6335221,6.703405639,1.679406869,1.66848719,1.8921359,1.902615702
5.362405081,5.304381602,6.633180812,6.703199524,1.679412584,1.668533196,1.89208445,1.902584953
5.36259065,5.304575982,6.632716758,6.703056592,1.679447189,1.668569841,1.892014488,1.90256363
5.364070229,5.304857383,6.632613541,6.703055152,1.679723058,1.668622888,1.891998926,1.902563415
5.365178461,5.305007858,6.632375865,6.702754696,1.679929639,1.668651253,1.891963091,1.902518591
5.365250288,5.306672688,6.632283064,6.702585576,1.679943027,1.668965026,1.891949098,1.902493359
5.366054779,5.306994271,6.632045281,6.702506985,1.68009296,1.669025624,1.891913245,1.902481633
5.366440664,5.307495064,6.632042495,6.701925058,1.68016487,1.669119985,1.891912825,1.902394807
5.3693197,5.307685588,6.630547315,6.701341317,1.680701215,1.669155881,1.891687352,1.902307703
5.369556027,5.307889999,6.630235648,6.700615304,1.680745229,1.669194393,1.891640346,1.902199359
5.369564246,5.308282073,6.629894412,6.700203927,1.680746759,1.669268256,1.891588878,1.902137963
5.369641393,5.308569066,6.628476485,6.699672463,1.680761127,1.66932232,1.891374987,1.902058639
5.370418433,5.309481848,6.628231817,6.699505244,1.680905826,1.66949425,1.891338074,1.902033679
5.370910431,5.309499442,6.627820196,6.698489804,1.680997434,1.669497564,1.891275971,1.901882099
5.371390168,5.309667898,6.627727847,6.698184002,1.681086752,1.669529291,1.891262038,1.901836445
5.372051726,5.309677377,6.627557901,6.697146934,1.681209907,1.669531076,1.891236396,1.901681605
5.372350169,5.309916101,6.627372329,6.697021904,1.681265461,1.669576035,1.891208395,1.901662936
5.373455874,5.31016329,6.626537533,6.69681597,1.681471253,1.669622586,1.891082425,1.901632185
5.37346946,5.310683393,6.624786088,6.69679366,1.681473782,1.669720526,1.890818083,1.901628854
5.373812926,5.310732483,6.624680157,6.69631107,1.681537699,1.66972977,1.890802093,1.901556788
5.373956481,5.31137845,6.62461657,6.694917441,1.681564412,1.669851397,1.890792494,1.901348648
5.374379746,5.311744119,6.624462984,6.694906084,1.681643171,1.669920241,1.89076931,1.901346951
5.375297001,5.312225004,6.623246075,6.694893455,1.681813828,1.670010769,1.890585593,1.901345065
5.37759792,5.312705616,6.622715182,6.694876723,1.682241791,1.670101238,1.890505434,1.901342566
5.378144949,5.313470995,6.622560768,6.694828854,1.68234351,1.670245293,1.890482118,1.901335416
5.37822428,5.314528661,6.622466295,6.694334033,1.68235826,1.670444327,1.890467853,1.901261502
5.37887067,5.315268455,6.622200212,6.693594211,1.682478439,1.670583519,1.890427673,1.901150981
5.379575108,5.315834703,6.621523128,6.693567962,1.682609395,1.670690046,1.890325423,1.90114706
5.379810913,5.31643162,6.620095333,6.692643684,1.682653227,1.67080233,1.890109771,1.901008966
5.380533277,5.317163787,6.618998428,6.691587436,1.682787491,1.670940038,1.889944064,1.900851131
5.381245542,5.318329985,6.618740455,6.691061245,1.682919861,1.671159341,1.889905088,1.900772493
5.382216175,5.318686018,6.618548885,6.689906621,1.683100218,1.671226284,1.889876144,1.900599916
5.382616566,5.320693502,6.618237433,6.689791551,1.683174607,1.671603652,1.889829086,1.900582715
5.383164464,5.320977382,6.618220496,6.688952331,1.683276392,1.671657005,1.889826527,1.90045726
5.384525511,5.321058649,6.61791841,6.688901376,1.683529194,1.671672278,1.889780881,1.900449642
5.384771562,5.321232264,6.615839881,6.68881739,1.683574889,1.671704905,1.889466756,1.900437086
5.385307894,5.321460171,6.615548812,6.688728589,1.683674485,1.671747734,1.889422759,1.90042381
5.385366875,5.321784622,6.614873446,6.687309536,1.683685437,1.671808702,1.889320666,1.900211631
5.385852149,5.321867279,6.614147551,6.686632784,1.683775543,1.671824234,1.889210923,1.900110427
5.386586027,5.32190251,6.613460395,6.685034772,1.683911794,1.671830854,1.889107026,1.899871412
5.386996482,5.322361598,6.61290256,6.685029417,1.683987991,1.671917114,1.889022674,1.899870611
5.388110992,5.322955196,6.612888171,6.684958657,1.684194858,1.672028637,1.889020498,1.899860026
5.388330716,5.323422975,6.612570103,6.684419836,1.684235637,1.672116513,1.888972399,1.899779421
5.388572879,5.323952325,6.612465594,6.683783619,1.684280578,1.672215946,1.888956594,1.899684237
5.388977961,5.324438447,6.611702204,6.683196758,1.684355749,1.67230725,1.88884114,1.89959643
5.389370396,5.325819221,6.611416964,6.683121713,1.684428568,1.672566544,1.888797998,1.899585201
5.389761416,5.326329362,6.611212909,6.682854864,1.68450112,1.672662326,1.888767133,1.899545271
5.389888689,5.326741568,6.610488863,6.682516854,1.684524733,1.672739713,1.888657609,1.899494691
5.389983483,5.327387903,6.609595949,6.682400937,1.684542321,1.672861044,1.888522525,1.899477345
5.39014623,5.327424019,6.609116968,6.682195352,1.684572514,1.672867823,1.888450055,1.899446579
5.390334222,5.327687467,6.606923801,6.681924151,1.684607391,1.672917273,1.88811816,1.899405993
5.390728443,5.327856025,6.605950528,6.681896095,1.684680523,1.672948911,1.887970838,1.899401794
5.391172591,5.328632141,6.60546596,6.68177485,1.684762911,1.673094571,1.887897482,1.899383648
5.391216473,5.329428315,6.604894955,6.680830459,1.68477105,1.673243974,1.887811034,1.8992423
5.39128419,5.329877052,6.60457138,6.680746304,1.684783611,1.673328171,1.887762043,1.899229703
5.391288281,5.330138955,6.604465306,6.68070505,1.68478437,1.673377308,1.887745982,1.899223528
5.391308688,5.330393405,6.603950487,6.679901338,1.684788155,1.673425045,1.887668029,1.899103218
5.391713333,5.331343452,6.602865491,6.679697661,1.684863207,1.673603261,1.88750372,1.899072726
5.391939428,5.331943772,6.602521029,6.679169499,1.68490514,1.673715857,1.88745155,1.898993653
5.392048051,5.332977456,6.600470333,6.679131836,1.684925285,1.673909704,1.887140909,1.898988014
5.392372578,5.333117366,6.600149067,6.67901787,1.68498547,1.673935939,1.887092235,1.898970951
5.39360249,5.3336592,6.599923014,6.678925199,1.685213527,1.674037532,1.887057984,1.898957076
5.395853035,5.333903113,6.599800474,6.678392211,1.685630702,1.674083262,1.887039417,1.898877272
5.396316122,5.333942887,6.599532251,6.67714262,1.685716521,1.674090718,1.886998775,1.898690145
5.396368028,5.334091673,6.599348394,6.677139808,1.68572614,1.674118612,1.886970916,1.898689723
5.397332261,5.33484012,6.599259745,6.676831888,1.685904806,1.674258916,1.886957483,1.898643607
5.397429981,5.335348563,6.59861276,6.676679824,1.685922911,1.674354218,1.886859439,1.898620832
5.398234327,5.336021769,6.598436022,6.67614392,1.686071924,1.674480388,1.886832655,1.898540563
5.398468666,5.336062935,6.59824189,6.676020435,1.686115333,1.674488103,1.886803233,1.898522067
5.398472525,5.33659014,6.59800902,6.67589308,1.686116048,1.674586898,1.88676794,1.89850299
5.398715988,5.337031396,6.597779714,6.675706405,1.686161145,1.67466958,1.886733185,1.898475027
5.39988716,5.337701757,6.597714641,6.675648908,1.686378057,1.674795178,1.886723323,1.898466414
5.400675331,5.337764361,6.596211559,6.675316731,1.686524007,1.674806906,1.886495478,1.898416653
5.401889372,5.338763117,6.595869513,6.675206737,1.686748776,1.674994,1.886443622,1.898400176
5.402239013,5.33877937,6.595428175,6.675097679,1.6868135,1.674997044,1.886376708,1.898383838
5.403210047,5.339467264,6.595012911,6.674520063,1.68699323,1.675125885,1.886313744,1.898297301
5.403321422,5.339558541,6.594812826,6.674376179,1.687013843,1.675142979,1.886283405,1.898275744
5.403336849,5.339938366,6.594441037,6.674273966,1.687016698,1.675214111,1.886227027,1.898260429
5.403951622,5.340202739,6.594245968,6.674142108,1.687130468,1.675263618,1.886197446,1.898240673
5.404041174,5.340740916,6.594163234,6.67398425,1.687147039,1.675364392,1.886184899,1.89821702
5.404422277,5.341336683,6.593138354,6.673955907,1.687217559,1.675475937,1.886029465,1.898212774
5.404742075,5.34136923,6.59277118,6.673356314,1.68727673,1.67548203,1.885973773,1.898122929
5.405367215,5.341836827,6.59266898,6.672763859,1.687392389,1.675569569,1.885958271,1.898034146
5.40540702,5.342501015,6.592286792,6.672066691,1.687399753,1.675693898,1.885900298,1.897929661
5.405846206,5.34264176,6.590998876,6.671362166,1.687480999,1.675720242,1.885704912,1.897824062
5.405849279,5.344238377,6.590915764,6.670789457,1.687481567,1.676019042,1.885692302,1.897738212
5.405945763,5.344376216,6.5905626,6.670518074,1.687499415,1.676044833,1.885638717,1.897697529
5.407377584,5.344414488,6.590195363,6.66964065,1.68776424,1.676051995,1.885582993,1.897565983
5.407461932,5.344606054,6.589303106,6.669593277,1.687779839,1.676087838,1.885447593,1.89755888
5.409154821,5.344710912,6.58905755,6.669529178,1.688092855,1.676107457,1.885410326,1.897549269
5.40965269,5.346485499,6.589026494,6.669288202,1.688184893,1.676439429,1.885405613,1.897513138
5.410915268,5.34651156,6.587903884,6.668888967,1.688418259,1.676444303,1.885235223,1.897453274
5.412954782,5.346854308,6.587834494,6.66829593,1.688795114,1.676508408,1.88522469,1.897364345
5.413496054,5.347398892,6.587115355,6.667880831,1.688895105,1.676610254,1.885115522,1.897302093
5.413610414,5.348037346,6.586026731,6.667823692,1.68891623,1.676729642,1.884950243,1.897293524
5.41384827,5.34874689,6.585807565,6.667663944,1.688960165,1.676862307,1.884916965,1.897269565
5.413907183,5.34890361,6.585612063,6.667392115,1.688971047,1.676891607,1.884887279,1.897228796
5.414861405,5.348911571,6.585326054,6.666869904,1.689147285,1.676893096,1.884843849,1.89715047
5.415479056,5.349172732,6.584711417,6.665980927,1.689261345,1.676941919,1.88475051,1.897017119
5.415831786,5.350182256,6.581533682,6.665747534,1.689326476,1.677130627,1.884267801,1.896982105
5.417374505,5.350803712,6.580340159,6.665733736,1.689611289,1.677246776,1.88408644,1.896980035
5.41790574,5.350815032,6.580051949,6.665685328,1.689709346,1.677248892,1.88404264,1.896972773
5.418494767,5.351037461,6.579252043,6.665470084,1.689818059,1.67729046,1.883921068,1.896940481
5.419165844,5.351216902,6.578116047,6.665035392,1.6899419,1.677323993,1.883748389,1.896875264
5.41934847,5.35122054,6.576365221,6.664089669,1.6899756,1.677324673,1.883482195,1.896733361
5.420135962,5.352439979,6.576273785,6.663446923,1.6901209,1.677552528,1.883468291,1.896636907
5.420878732,5.354147542,6.576145981,6.663410398,1.69025793,1.677871502,1.883448857,1.896631425
5.422163712,5.354728687,6.575508482,6.66333403,1.690494945,1.677980037,1.883351911,1.896619964
5.422541418,5.354742149,6.575469004,6.66295578,1.690564602,1.677982551,1.883345907,1.896563197
5.422897564,5.354975119,6.575286587,6.662724995,1.690630279,1.678026058,1.883318164,1.896528559
5.423575461,5.354977834,6.575046132,6.662337848,1.690755277,1.678026565,1.883281594,1.896470451
5.423980837,5.355080384,6.573615341,6.661414218,1.690830018,1.678045715,1.883063961,1.896331807
5.424013621,5.355913551,6.573534438,6.661294935,1.690836062,1.678201287,1.883051654,1.8963139
5.424039227,5.35631945,6.573070125,6.660857367,1.690840783,1.678277069,1.882981018,1.89624821
5.425223572,5.356320245,6.572911276,6.660735722,1.69105911,1.678277218,1.882956851,1.896229947
5.425590667,5.356330579,6.572415901,6.660532916,1.691126772,1.678279147,1.882881482,1.896199499
5.426015725,5.357015534,6.571903931,6.660372332,1.691205112,1.678407017,1.882803582,1.896175389
5.426586857,5.35715794,6.571595548,6.658684329,1.691310365,1.678433599,1.882756657,1.895921917
5.427071941,5.357876977,6.571358666,6.658472438,1.691399751,1.67856781,1.88272061,1.895890095
5.427773637,5.358022623,6.570424329,6.658470958,1.691529038,1.678594993,1.882578416,1.895889872
5.428894889,5.359137761,6.57001374,6.656912754,1.691735594,1.678803097,1.882515924,1.895655827
5.42900556,5.359341937,6.569989665,6.656831356,1.691755979,1.678841195,1.882512259,1.895643599
5.429309326,5.359494357,6.568864576,6.655891273,1.69181193,1.678869634,1.882340998,1.895502368
5.429567831,5.359687699,6.568357061,6.655658519,1.691859542,1.678905708,1.882263734,1.895467398
5.429801843,5.361095952,6.567888201,6.65504567,1.69190264,1.679168423,1.88219235,1.895375314
5.430605531,5.361769629,6.567542737,6.6546667,1.692050644,1.679294075,1.88213975,1.895318368
5.430646009,5.36203207,6.567262481,6.654559899,1.692058097,1.679343021,1.882097076,1.895302319
5.431404528,5.362320959,6.566911819,6.653468262,1.692197761,1.679396896,1.882043679,1.895138262
5.433291808,5.362452797,6.566325133,6.653079684,1.692545176,1.679421482,1.881954336,1.895079858
5.436072366,5.362905457,6.564677319,6.652667408,1.693056809,1.679505891,1.881703355,1.895017888
5.436599204,5.363035568,6.564572338,6.651683126,1.693153719,1.679530152,1.881687363,1.894869924
5.43674633,5.363719709,6.564536672,6.65119072,1.693180781,1.67965771,1.88168193,1.894795894
5.437003663,5.364439789,6.564404816,6.650893947,1.693228112,1.679791951,1.881661843,1.894751274
5.43739524,5.364458806,6.56362347,6.650789884,1.69330013,1.679795496,1.881542809,1.894735627
5.438487766,5.365616698,6.562882794,6.650184198,1.693501038,1.680011318,1.881429957,1.894644553
5.439779916,5.365773979,6.562004309,6.649634267,1.693738603,1.68004063,1.881296091,1.894561856
5.439908925,5.365864063,6.561293004,6.648943088,1.693762319,1.680057419,1.881187688,1.894457908
5.441152313,5.366309277,6.56006989,6.648847957,1.693990861,1.680140387,1.881001257,1.8944436
5.441169243,5.366501487,6.559942145,6.648724775,1.693993972,1.680176204,1.880981784,1.894425073
5.441447507,5.366534017,6.559886028,6.648098101,1.694045111,1.680182266,1.880973229,1.894330814
5.441722793,5.366720353,6.559250134,6.648051115,1.694095701,1.680216987,1.880876288,1.894323746
5.441774571,5.367427566,6.559186703,6.648039268,1.694105216,1.680348756,1.880866617,1.894321964
5.442972648,5.367542952,6.558217395,6.647941594,1.694325354,1.680370253,1.880718827,1.894307272
5.443730607,5.367619491,6.557812869,6.647290635,1.694464599,1.680384512,1.880657143,1.894209348
5.444705139,5.368429043,6.557754627,6.646512521,1.694643602,1.680535323,1.880648262,1.894092284
5.445035129,5.36945229,6.557345532,6.646478601,1.694704208,1.680725909,1.880585877,1.894087181
5.445461991,5.369534421,6.557090828,6.646428284,1.6947826,1.680741205,1.880547033,1.89407961
5.44616953,5.369824658,6.556038165,6.645951383,1.694912523,1.680795256,1.880386482,1.894007855
5.446930343,5.36983936,6.555099469,6.64478878,1.69505221,1.680797994,1.880243292,1.893832905
5.447179996,5.370170193,6.554888968,6.644787112,1.695098043,1.680859601,1.880211179,1.893832654
5.447310538,5.37035725,6.554813163,6.643239388,1.695122008,1.680894433,1.880199614,1.893599704
5.447533704,5.37070824,6.554513336,6.643205021,1.695162975,1.680959788,1.880153871,1.893594531
5.447803482,5.37075859,6.554315891,6.64243051,1.695212497,1.680969163,1.880123747,1.893477937
5.447826649,5.370809236,6.553946468,6.642289609,1.695216749,1.680978593,1.880067382,1.893456725
5.44853357,5.370970151,6.553891473,6.641644575,1.695346503,1.681008553,1.880058991,1.89335961
5.449377337,5.371245155,6.55380502,6.641339517,1.695501352,1.681059754,1.8800458,1.893313678
5.449838129,5.371304305,6.551530124,6.640925329,1.695585907,1.681070766,1.879698629,1.893251311
5.449868914,5.37208417,6.551387531,6.640689216,1.695591556,1.681215947,1.879676864,1.893215756
5.449980651,5.37213192,6.550224027,6.64068305,1.695612058,1.681224835,1.879499252,1.893214827
5.450068745,5.372137946,6.549881549,6.640347233,1.695628222,1.681225957,1.879446965,1.893164256
5.450213926,5.372725765,6.548690138,6.640028544,1.69565486,1.681335371,1.879265051,1.893116262
5.450473414,5.373195055,6.548505816,6.639133989,1.69570247,1.681422714,1.879236904,1.892981532
5.450614401,5.373205333,6.548492387,6.638910704,1.695728336,1.681424627,1.879234853,1.892947899
5.451071182,5.373285333,6.548265817,6.638796162,1.695812137,1.681439515,1.879200254,1.892930646
5.451981193,5.373353155,6.54825189,6.638343863,1.695979064,1.681452137,1.879198127,1.892862514
5.452009239,5.373552685,6.547935542,6.63759188,1.695984208,1.68148927,1.879149816,1.892749229
5.452261627,5.373612979,6.547740052,6.637389172,1.6960305,1.68150049,1.87911996,1.892718689
5.452738758,5.374592945,6.546749288,6.637352022,1.696118007,1.68168284,1.878968635,1.892713092
5.45292213,5.376223937,6.546579239,6.635890648,1.696151636,1.681986257,1.87894266,1.892492894
5.453952808,5.376511371,6.545872389,6.635812734,1.696340632,1.68203972,1.878834681,1.892481152
5.454163589,5.376999421,6.545486024,6.634324028,1.696379278,1.68213049,1.878775655,1.892256783
5.454315234,5.377213849,6.544964973,6.633540144,1.696407081,1.682170368,1.878696048,1.89213862
5.454466109,5.378075002,6.544427171,6.631635918,1.696434743,1.682330504,1.878613874,1.891851519
5.455085457,5.378321454,6.54421871,6.631512389,1.696548285,1.682376328,1.87858202,1.891832891
5.455137301,5.378462437,6.543995757,6.631494417,1.696557789,1.682402541,1.878547951,1.891830181
5.456880403,5.37889882,6.543933106,6.631176645,1.696877272,1.682483673,1.878538377,1.891782261
5.457056868,5.379260281,6.543658508,6.630910538,1.696909609,1.68255087,1.878496414,1.891742131
5.458032759,5.379541613,6.543350542,6.629225878,1.697088424,1.682603168,1.87844935,1.891488037
5.458643202,5.379595666,6.542759549,6.629149972,1.697200261,1.682613216,1.878359026,1.891476587
5.458737862,5.380319826,6.540750694,6.629149148,1.697217602,1.68274782,1.878051944,1.891476462
5.458960521,5.380791784,6.540709614,6.628892291,1.697258391,1.682835535,1.878045663,1.891437715
5.459754695,5.380882078,6.540544842,6.628681359,1.697403861,1.682852316,1.878020471,1.891405894
5.459821719,5.381122619,6.540045947,6.628609559,1.697416137,1.682897018,1.877944191,1.891395063
5.460559214,5.381279359,6.539505818,6.628200538,1.697551205,1.682926145,1.8778616,1.891333355
5.46096943,5.381695546,6.539218903,6.628126961,1.697626325,1.683003482,1.877817725,1.891322255
5.460990031,5.38191774,6.538727732,6.62785635,1.697630098,1.683044768,1.87774261,1.891281426
5.461147265,5.38214745,6.538142767,6.627752119,1.697658889,1.683087449,1.877653145,1.8912657
5.461151627,5.38236021,6.537715044,6.62757398,1.697659688,1.683126979,1.877587723,1.891238822
5.46192581,5.382961005,6.537318729,6.627353241,1.69780144,1.683238595,1.877527101,1.891205515
5.461933649,5.38415194,6.536640564,6.626924572,1.697802875,1.683459813,1.877423358,1.891140831
5.462421451,5.384159922,6.536525752,6.625731326,1.697892181,1.683461295,1.877405794,1.890960755
5.463075571,5.385204302,6.536082977,6.625162904,1.698011923,1.683655249,1.877338053,1.890874961
5.463217902,5.385493825,6.53604042,6.625157713,1.698037975,1.68370901,1.877331542,1.890874177
5.46360496,5.385786281,6.53561324,6.624825115,1.698108821,1.683763313,1.877266182,1.890823974
5.463741934,5.387696959,6.535205748,6.624753295,1.698133891,1.684118013,1.877203831,1.890813133
5.463865242,5.387789045,6.535184901,6.624284592,1.698156459,1.684135105,1.877200641,1.89074238
